Accountability score,Charity name,Charity url,City,Organization type
100,Woodlawn Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4752,New Rochelle,Community Development
96,The San Francisco Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4431,San Francisco,Community Development
96,The Community Foundation of Louisville,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5187,Louisville,Community Development
96,Austin Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6348,Austin,Community Development
81,The Generosity Trust,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3466,Chattanooga,Community Development
96,Orange County Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5209,Newport Beach,Community Development
89,Community Foundation for Muskegon County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5918,Muskegon,Community Development
97,New York Community Trust,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4231,New York,Community Development
96,Greater Milwaukee Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5323,Milwaukee,Community Development
100,Central Indiana Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5237,Indianapolis,Community Development
96,InFaith Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5920,Minneapolis,Community Development
96,United Way of Hall County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14532,Gainsville,Community Development 
100,United Way of Southwest Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14920,Saint Joseph,Community Development 
92,United Way of Lebanon County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14829,Lebanon,Community Development 
93,United Way of Berks County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6819,Reading,Community Development 
88,United Way of Cayuga County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10664,Auburn,Community Development 
96,United Way of Coastal Fairfield County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13618,Bridgeport,Community Development 
81,Getting Out and Staying Out Inc.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16946,New York,Education
85,Great Lakes Women's Business Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14449,Livonia,Education
89,Coro New York Leadership Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13815,New York,Education
73,Working Wardrobes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17307,Irvine,Education
89,Gateway to College National Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16422,Portland,Education
85,Agriculture Future of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15337,Kansas City,Education
85,Arkansas Single Parent Scholarship Fund Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14597,Springdale,Education
89,On the Move,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16534,Napa,Education
81,The Farm School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15699,Athol,Education
92,Investigative Reporters & Editors,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15345,Columbia,Education
89,Society for Classical Studies,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13002,New York,Education
74,Soil Born Farms Urban Agriculture & Education Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14463,Rancho Cordova,Education
100,Literacy Partners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4006,New York,Education
92,Summit Academy OIC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5333,Minneapolis,Education
89,Techbridge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16026,Atlanta,Education
96,Midwest Organic & Sustainable Education Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14254,Spring Valley,Education
100,The Education Foundation of Collier County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9173,Naples,Education
97,PowerMyLearning,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11300,New York,Education
100,Teaching Matters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7771,New York,Education
92,Growing Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17368,Chicago,Education
93,School for Advanced Research,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12267,Santa Fe,Education
81,Nonprofit Leadership Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8034,Kansas City,Education
89,Academy of Hope Adult Public Charter School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14729,Washington,Education
100,PENCIL,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11520,New York,Education
77,Mozilla Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16300,Mountain View,Education
85,Junior Achievement of Wisconsin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14483,Milwaukee,Education
100,The Ghetto Film School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12598,Bronx,Education
96,Joy of Music Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15582,Worcester,Education
89,Rainey Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14712,Cleveland,Education
89,GPS Education Partners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14308,Brookfield,Education
85,Brooklyn Youth Chorus Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14804,Brooklyn,Education
100,Hillsborough Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5587,Tampa,Education
92,The SEED Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7176,Washington,Education
85,Music Conservatory of Westchester,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8854,White Plains,Education
100,Year Up,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10495,Boston,Education
96,Classroom Central,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14411,Charlotte,Education 
96,AdoptAClassroom.org,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11927,Minneapolis,Education 
100,Pratham USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7676,Houston,Education 
77,National Guard Youth Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14593,Washington,Education 
97,ORT America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5013,New York,Education 
89,Sonoma Valley Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17453,Sonoma,Education 
96,Junior Achievement of Georgia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13685,Atlanta,Education 
96,VH1 Save The Music Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12802,New York,Education 
89,Achievement Centers for Children & Families Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10383,Delray Beach,Education 
96,Optimist International Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10628,St. Louis,Education 
88,Thompson Island Outward Bound Education Center (TIOBEC),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4562,Boston,Education 
93,Glenwood Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10564,Glenwood,Education 
100,AMIT,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3293,New York,Education 
92,Taco Bell Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15732,Irvine,Education 
96,AIM for Seva,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11738,Saylorsburg,Education 
96,Friends of Acadia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4858,Bar Harbor,Environment
100,Friends of Great Smoky Mountains National Park,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8369,Kodak,Environment
85,Center for Ecoliteracy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5813,Berkeley,Environment
100,New York-New Jersey Trail Conference,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7654,Mahwah,Environment
96,Missouri Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4119,St. Louis,Environment
92,Naples Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7877,Naples,Environment
74,Civic Garden Center of Greater Cincinnati,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9023,Cincinnati,Environment
89,Glynwood,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17167,Cold Spring,Environment
96,Audubon Naturalist Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6621,Chevy Chase,Environment
92,Access Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9311,Boulder,Environment
100,Earthplace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7752,Westport,Environment
96,Descanso Gardens Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13994,La Ca̱ada Flintridge,Environment
85,Project for Public Spaces,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8245,New York,Environment
89,San Antonio Botanical Garden Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13984,San Antonio,Environment
88,Boston Harbor Now,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8338,Boston,Environment
100,Irvine Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7845,Owings Mills,Environment
89,Cincinnati Parks Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8647,Cincinnati,Environment
93,The New York Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4227,Bronx,Environment
92,Friends of the Urban Forest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7436,San Francisco,Environment
100,Santa Barbara Botanic Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5845,Santa Barbara,Environment
100,Hidden Villa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5795,Los Altos Hills,Environment
96,American Alpine Club,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12372,Golden,Environment
96,American Public Gardens Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17020,Kennett Square,Environment
89,Thomas Irvine Dodge Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5345,West St. Paul,Environment
89,Delaware Nature Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5393,Hockessin,Environment
89,The Dallas Arboretum and Botanical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3593,Dallas,Environment
96,Seattle Parks Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15961,Seattle,Environment
96,Friends of the National Arboretum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7097,Washington,Environment
100,Fairchild Tropical Botanic Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5558,Coral Gables,Environment
89,Harris Center for Conservation Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9429,Hancock,Environment
93,Riveredge Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7013,Newburg,Environment
96,Regional Parks Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11784,Oakland,Environment
89,Madison Square Park Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13992,New York,Environment
89,The Atlanta Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10544,Atlanta,Environment
77,Denison Pequotsepos Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15613,Mystic,Environment
93,Vermont Institute of Natural Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5960,Quechee,Environment
89,The Nature Center at Shaker Lakes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10048,Shaker Heights,Environment
96,San Francisco Parks Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5122,San Francisco,Environment
96,San Diego Botanic Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10973,Encinitas,Environment
85,North Lakeland Discovery Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14313,Manitosh Waters,Environment
92,Golden Gate National Parks Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3760,San Francisco,Environment
89,Massachusetts Horticultural Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7527,Wellesley,Environment
97,California State Parks Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6593,San Francisco,Environment
81,Memphis Botanic Garden Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6081,Memphis,Environment
97,Central Park Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3462,New York,Environment
89,Mill River Park Collaborative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14906,Stamford,Environment
96,Desert Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3617,Phoenix,Environment
96,Greater Newark Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6797,Newark,Environment
92,Friends of the High Line,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12483,New York,Environment
96,City Parks Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4995,New York,Environment
85,McKee Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14981,Vero Beach,Environment
92,CancerCare,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3415,New York,Health
89,Bryan's House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5697,Dallas,Health
86,Southwest Center for HIV/AIDS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14196,Phoenix,Health
